original_affiliation,new_affiliation,move_to_other_affiliation?
"Departments of Psychiatry andrBehavioral Sciences, Cell Biology, and Neurobiology, Duke UniversityrMedical Center, Durham, North Carolina 27710, United States",n/a,True
"Divisionrof Chemical Biology and Medicinal Chemistry, UNC Eshelman School ofrPharmacy and ⊥Department of Chemistry, University of North Carolina, Chapel Hill, North Carolina 27599, UnitedrStates",Division of Chemical Biology and Medicinal Chemistry,False
"Centerrfor Organic and Medicinal Chemistry, Research Triangle Institute, P.O. Box 12194, Research Triangle Park, North Carolina 27709, United States",n/a,True
"NationalrInstitute of Mental Health Psychoactive Drug Screening Program, Departmentrof Pharmacology and Division of Chemical Biology and Medicinal Chemistry, University of North Carolina Chapel Hill Medical School, 4072 Genetic Medicine Building, Chapel Hill, North Carolina 27599, United States",NIMH Psychoactive Drug Screening Program|Division of Chemical Biology and Medicinal Chemistry,False
"Department of PharmaceuticalrChemistry, University of California San Francisco, San Francisco, California, United States, 94158-2550",n/a,True
"Department of Pharmacology andrthe NIMH Psychoactive Drug Screening Program, University of North Carolina Chapel Hill School of Medicine, ChapelrHill, North Carolina, United States, 27759",NIMH Psychoactive Drug Screening Program,False
"Department of Pediatrics, School of Medicine, University of Colorado Denver , Anschutz Medical Campus, Aurora, Colorado 80045, United States",n/a,True
"Department of Biochemistry andrBiophysics, University of North Carolina, Chapel Hill, North Carolina, United States",Department of Biochemistry and Biophysics,False
"Department of Biochemistry, Nycomed GmbH, Konstanz, Germany",n/a,True
"Division of Medicinal Chemistry,rFaculty of Sciences, Amsterdam Institute of Molecules, Medicines andrSystems (AIMMS), VU University Amsterdam, Amsterdam, The Netherlands",n/a,True
"IOTA Pharmaceuticals, St. John’s Innovation Centre, Cowley Road, CambridgerCB4 0WS, United Kingdom",n/a,True
"Institute of Cell Biology, University of Bern, Baltzerstrasse 4, 3012 Bern, Switzerland",n/a,True
"Natural Products Research Laboratories,rUNC Eshelman School of Pharmacy, University of North Carolina, ChapelrHill, North Carolina 27599-7568, United States",Eshelman School of Pharmacy,False
"State Key Laboratory of Bioorganicrand Natural Products Chemistry, EISU Chemical Biology Division, ShanghairInstitute of Organic Chemistry, Chinese Academy of Sciences, Shanghair200032, China",n/a,True
"State Key Laboratory of Phytochemistryrand Plant Resources in West China, Kunming Institute of Botany, ChineserAcademy of Sciences, Kunming 650204, China",n/a,True
"Center forrIntegrative ChemicalrBiology and Drug Discovery, Division of Chemical Biology and MedicinalrChemistry, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, Chapel Hill, NorthrCarolina 27599, United States",n/a,True
"Structural Genomics Consortium, University of Toronto, Toronto, Ontario M5G 1L7, Canada",n/a,True
"NaturalrProducts Research Laboratories,rEshelman School of Pharmacy, University of North Carolina, ChapelrHill, North Carolina 27599, United States",Eshelman School of Pharmacy,False
"Surgical Science, Departmentrof Surgery, Duke University Medical Center, Durham, North Carolinar27710, United States",n/a,True
"Department of Pediatrics, School of Medicine, University of Colorado Denver, AnschutzrMedical Campus, Aurora, Colorado 80045, United States",n/a,True
"Departmentrof Pharmacology, University of North Carolina, School of Medicine, Chapel Hill, North Carolina 27599 United States",Department of Pharmacology,False
"MolecularrRecognition Section, Laboratory of Bioorganic Chemistry, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, Maryland 20892 United States",n/a,True
"ChineserMedicine Research and Development Center, China Medical University and Hospital, Taichung, Taiwan",n/a,True
"Departmentrof Chemistry, National Cheng-Kung University, Tainan 701, Taiwan",n/a,True
"Departmentrof Pharmacology, China Medical University, Taichung 404, Taiwan",n/a,True
"Departmentrof Pharmacy and Graduate Institute of Pharmaceutical Technology, Tajen University, Pingtung 907, Taiwan",n/a,True
"Environmentalrand Municipal Engineering School, Lanzhou Jiaotong University, Lanzhou 730000, PR China",n/a,True
"GraduaterInstitute of Pharmaceutical Chemistry, China Medical University, Taichung 40402, Taiwan",n/a,True
"NaturalrProducts Research Laboratories, UNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, North Carolina 27599, United States",Eshelman School of Pharmacy,False
"Ph.D.rProgram for Cancer Biology and Drug Discovery, College of MedicalrScience and Technology, Taipei Medical University, Taipei 11031, Taiwan",n/a,True
"PharmacologicalrInstitute, College of Medicine, National Taiwan University, Taipei 10051, Taiwan",n/a,True
"Schoolrof Pharmacy, Lanzhou University, Lanzhou 730000, PR China",n/a,True
"Departmentsrof Psychiatry, Neurology, and Veterans Affairs, University of Iowa Carver College of Medicine, 200 Hawkins Avenue, IowarCity, Iowa 52242, United States",n/a,True
"NationalrInstitute of Mental Health Psychoactive Drug Screening Program, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina 27599, United States",NIMH Psychoactive Drug Screening Program,False
"Department of Biochemistry and Biophysics and LinebergerrComprehensive Cancer Center, The University of North Carolina, Chapel Hill, North Carolina 27599-7260, United States",Department of Biochemistry and Biophysics|UNC Lineberger Comprehensive Cancer Center,False
"School of Chemistry and Chemical Engineering, Sun Yat-Sen University, Guangzhou 510275, P. R. China",n/a,True
"School of PharmaceuticalrSciences, Sun Yat-Sen University, Guangzhou 510006, P. R. China",n/a,True
"StructuralrGenomics Consortium, University of Toronto, Toronto, Ontario M5G 1L7, Canada",n/a,True
"Beijing Institute of Pharmacology and Toxicology, 27 Tai-Ping Road, Beijing 100850, China",n/a,True
"Beijing Institute of Radiation Medicine, 27 Tai-Ping Road, Beijing 100850, China",n/a,True
"NaturalrProducts Research Laboratories, UNC Eshelman School of Pharmacy, University of North Carolina at Chapel Hill, North Carolina 27599, United States",Eshelman School of Pharmacy,False
"ScreeningrTechnologies Branch, Developmental Therapeutics Program, Divisionrof Cancer Treatment and Diagnosis, National Cancer Institute, Frederick National Laboratory for Cancer Research, National Institutes of Health, Frederick, Maryland 21702, United States",n/a,True
"Altamira LLC, Columbus, Ohio 43235, United States",n/a,True
"Department of Chemistry, L. Pasteur University of Strasbourg, Strasbourg, 67000, France",n/a,True
"Department of Molecular Structure and Cheminformatics, A. V. Bogatsky Physical-Chemical Institute, National Academy of Sciences of Ukraine, Odessa, 65080, Ukraine",n/a,True
"Department of Structural and Functional Biology, University of Insubria, Varese, 21100, Italy",n/a,True
"Departmentrof Physics, Lomonosov Moscow State University, Moscow, 119991, Russia",n/a,True
"Environment and Health Department, Istituto Superiore di Sanità, Rome, 00161, Italy",n/a,True
"Laboratoryrfor Molecular Modeling, UNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, North Carolina 27599, United States",Eshelman School of Pharmacy,False
"Martin Consulting, Waukegan, Illinois 60079, United States",n/a,True
"Milano Chemometrics and QSAR Research Group, University of Milano-Bicocca, Milan, 20126, Italy",n/a,True
"Molecular Networks GmbH, 91052 Erlangen, Germany",n/a,True
"National Center for Computational Toxicology, U.S. Environmental Protection Agency, Research Triangle Park, North Carolina 27519, United States",n/a,True
"School of Pharmacy and Biomolecular Sciences, Liverpool John Moores University, Liverpool L33AF, U.K.",n/a,True
"Tripos, Inc., St.rLouis, Missouri 63144, United States",n/a,True
"Vancouver ProstaterCentre, University of British Columbia, Vancouver, British Columbia, V6H3Z6, Canada",n/a,True
"Departmentrof Pharmacology, College of Medicine, University of Arizona, Tucson, Arizona 85742, United States",n/a,True
"NeuroGate Therapeutics, Inc., 150rFayetteville Street, Suite 2300, Raleigh, North Carolina 27601, United States",n/a,True
"Departmentrof Microbiology, University of Washington, Seattle, Washington 98195, United States",n/a,True
"Departmentrof Molecular and Cellular Biology, School of Medicine, Chang Gung University, Kwei-San, Tao-Yuan, Taiwan",n/a,True
"Departmentrof Respiratory Therapy, Fu-Jen Catholic University, New Taipei, Taiwan",n/a,True
"Graduate Institute of Biochemistry and Molecular Biology, Collegerof Medicine, National Taiwan University, Taipei, Taiwan",n/a,True
"Institute of Biomedical Sciences, Academia Sinica, Taipei, Taiwan",n/a,True
"Instituterof Clinical Medicine, National Cheng Kung University, Tainan, Taiwan",n/a,True
"Natural ProductsrResearch Laboratories, UNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, North Carolina 27599, United States",Eshelman School of Pharmacy,False
"BiologicalrTesting Branch, Developmental Therapeutics Program, Leidos Biomedical Research, Inc, Frederick National Laboratory for Cancer Research, Frederick, Maryland 21702, United States",n/a,True
"Departmentrof Pediatrics, School of Medicine, University of Colorado Denver, Aurora, Colorado 80045, United States",n/a,True
"NaturalrProduct Research Laboratories, Chemical Biology and Medicinal Chemistry,rUNC Eshelman School of Pharmacy, University of North Carolina, Chapel Hill, North Carolina 27599-7568, United States",Eshelman School of Pharmacy,False
"Schoolrof Pharmaceutical Sciences, College of Medical, Pharmaceutical andrHealth Sciences, Kanazawa University, Kanazawa, 920-1192, Japan",n/a,True
"ScreeningrTechnologies Branch, Developmental Therapeutics Program, Divisionrof Cancer Treatment and Diagnosis, Frederick National Laboratory forrCancer Research, National Cancer Institute, Frederick, Maryland 21702, United States",n/a,True
"Departmentrof Psychiatry and Behavioral Sciences, Mouse Behavioral and NeuroendocrinerAnalysis Core Facility, Duke University Medical Center, Durham, North Carolina 27710, United States",n/a,True
"Departmentsrof Psychiatry and Behavioral Sciences, Cell Biology, and Neurobiology,rMouse Behavioral and Neuroendocrine Analysis Core Facility, Duke University Medical Center, Durham, North Carolina 27710, United States",n/a,True
"Dipartimentordi Scienze Farmaceutiche, Università degli Studi di Milano, Via Mangiagalli 25, 20133 Milano, Italy",n/a,True
"DrugrDiscovery Program, Department of Medicinal Chemistry and Pharmacognosy,rCollege of Pharmacy, University of Illinois at Chicago, 833 SouthrWood Street, Chicago, Illinois 60612, United States",n/a,True
